,Sentence,Question,Answer,Num_Tokens_In_Answer,Num_Tokens_In_Sentence,Num_Token_Match_Question,Percentage_Token_In_Answer,Percentage_Token_In_Out_Answer,Answer_Capitalized_Word_Density,ANSWER_STOPWORD_DENSITY,ANSWER_ENDS_WITH_QUANTIFIER,ANSWER_STARTS_WITH_QUANTIFIER,ANSWER_QUANTIFIER_DENSITY,PERCENT_CAPITALIZED_WORDS_IN_ANSWER,PERCENT_PRONOMINALS_IN_ANSWER,SENTENCE_STARTS_WITH_DISCOURSE_CONNECTIVE,GRAM_AFTER_ANSWER_quoation,GRAM_AFTER_ANSWER_comma,GRAM_AFTER_ANSWER_LRB,GRAM_AFTER_ANSWER_RRB,GRAM_AFTER_ANSWER_Stop,GRAM_AFTER_ANSWER_Colon,GRAM_AFTER_ANSWER_CC,GRAM_AFTER_ANSWER_CD,GRAM_AFTER_ANSWER_DT,GRAM_AFTER_ANSWER_EX,GRAM_AFTER_ANSWER_IN,GRAM_AFTER_ANSWER_JJ,GRAM_AFTER_ANSWER_JJR,GRAM_AFTER_ANSWER_JJS,GRAM_AFTER_ANSWER_MD,GRAM_AFTER_ANSWER_NN,GRAM_AFTER_ANSWER_NNP,GRAM_AFTER_ANSWER_NNPS,GRAM_AFTER_ANSWER_NNS,GRAM_AFTER_ANSWER_POS,GRAM_AFTER_ANSWER_PRP,GRAM_AFTER_ANSWER_RB,GRAM_AFTER_ANSWER_RBR,GRAM_AFTER_ANSWER_RBS,GRAM_AFTER_ANSWER_RP,GRAM_AFTER_ANSWER_TO,GRAM_AFTER_ANSWER_VB,GRAM_AFTER_ANSWER_VBD,GRAM_AFTER_ANSWER_VBG,GRAM_AFTER_ANSWER_VBN,GRAM_AFTER_ANSWER_VBP,GRAM_AFTER_ANSWER_VBZ,GRAM_AFTER_ANSWER_WDT,GRAM_AFTER_ANSWER_WP,GRAM_AFTER_ANSWER_WRB,GRAM_BEFORE_ANSWER_Comma,GRAM_BEFORE_ANSWER_LRB,GRAM_BEFORE_ANSWER_RRB,GRAM_BEFORE_ANSWER_Colon,GRAM_BEFORE_ANSWER_CC,GRAM_BEFORE_ANSWER_CD,GRAM_BEFORE_ANSWER_DT,GRAM_BEFORE_ANSWER_EX,GRAM_BEFORE_ANSWER_IN,GRAM_BEFORE_ANSWER_JJ,GRAM_BEFORE_ANSWER_MD,GRAM_BEFORE_ANSWER_NN,GRAM_BEFORE_ANSWER_NNP,GRAM_BEFORE_ANSWER_NNPS,GRAM_BEFORE_ANSWER_NNS,GRAM_BEFORE_ANSWER_POS,GRAM_BEFORE_ANSWER_PRP$,GRAM_BEFORE_ANSWER_RB,GRAM_BEFORE_ANSWER_RBS,GRAM_BEFORE_ANSWER_RP,GRAM_BEFORE_ANSWER_TO,GRAM_BEFORE_ANSWER_VB,GRAM_BEFORE_ANSWER_VBD,GRAM_BEFORE_ANSWER_VBG,GRAM_BEFORE_ANSWER_VBN,GRAM_BEFORE_ANSWER_VBP,GRAM_BEFORE_ANSWER_VBZ,GRAM_BEFORE_ANSWER_WDT,GRAM_BEFORE_ANSWER_WP,GRAM_BEFORE_ANSWER_WRB,GRAM_IN_ANSWER_COUNT_Quotation,GRAM_IN_ANSWER_COUNT_Comma,GRAM_IN_ANSWER_COUNT_LRB,GRAM_IN_ANSWER_COUNT_RRB,GRAM_IN_ANSWER_COUNT_Colon,GRAM_IN_ANSWER_COUNT_CC,GRAM_IN_ANSWER_COUNT_CD,GRAM_IN_ANSWER_COUNT_DT,GRAM_IN_ANSWER_COUNT_EX,GRAM_IN_ANSWER_COUNT_IN,GRAM_IN_ANSWER_COUNT_JJ,GRAM_IN_ANSWER_COUNT_JJR,GRAM_IN_ANSWER_COUNT_JJS,GRAM_IN_ANSWER_COUNT_MD,GRAM_IN_ANSWER_COUNT_NN,GRAM_IN_ANSWER_COUNT_NNP,GRAM_IN_ANSWER_COUNT_NNPS,GRAM_IN_ANSWER_COUNT_NNS,GRAM_IN_ANSWER_COUNT_POS,GRAM_IN_ANSWER_COUNT_PRP,GRAM_IN_ANSWER_COUNT_PRP$,GRAM_IN_ANSWER_COUNT_RB,GRAM_IN_ANSWER_COUNT_RBR,GRAM_IN_ANSWER_COUNT_RBS,GRAM_IN_ANSWER_COUNT_RP,GRAM_IN_ANSWER_COUNT_TO,GRAM_IN_ANSWER_COUNT_VB,GRAM_IN_ANSWER_COUNT_VBD,GRAM_IN_ANSWER_COUNT_VBG,GRAM_IN_ANSWER_COUNT_VBN,GRAM_IN_ANSWER_COUNT_VBP,GRAM_IN_ANSWER_COUNT_VBZ,GRAM_IN_ANSWER_COUNT_WDT,GRAM_IN_ANSWER_COUNT_WP,GRAM_IN_ANSWER_COUNT_WP$,GRAM_IN_ANSWER_COUNT_WRB,NAMED_ENTITY_IN_ANSWER_COUNT_PERS,NAMED_ENTITY_IN_ANSWER_COUNT_ORG,NAMED_ENTITY_IN_ANSWER_COUNT_LOC,NAMED_ENTITY_OUT_ANSWER_COUNT_PERS,NAMED_ENTITY_OUT_ANSWER_COUNT_ORG,NAMED_ENTITY_OUT_ANSWER_COUNT_LOC,NUM_NAMED_ENTITIES_IN_ANSWER,NUM_NAMED_ENTITIES_OUT_ANSWER,ANSWER_NAMED_ENTITY_DENSITY,QUESTION_NAMED_ENTITY_DENSITY
22,"From 1790 until Congress banned the importation of slaves from Africa in 1808, Southerners imported 80,000 Africans.","From 1790 until Congress banned the importation of slaves from Africa in 1808, Southerners imported _ _ _ _ _ _ _ _.","80,000 Africans",2,23,0,0.08,0.08695652173913043,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.0,0.11764705882352941
23,"As a result, geothermal power has the potential to help mitigate global warming if widely deployed in place of fossil fuels.","As a result, _ _ _ _ _ _ _ _  has the potential to help mitigate global warming if widely deployed in place of fossil fuels.",geothermal power,2,27,0,0.06896551724137931,0.07407407407407407,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
24,"Its maiden flight was on April 4, 1983, and it completed nine missions before breaking apart 73 seconds after the launch of its tenth mission, STS-51-L on January 28, 1986, resulting in the death of all seven crew members .","Its maiden flight was on April 4, 1983, and it completed nine missions before breaking apart 73 seconds after the launch of its tenth mission, STS-51-L on January 28, 1986, resulting in _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .",the death of all seven crew members,7,51,2,0.1206896551724138,0.13725490196078433,0.0,0.42857142857142855,0,0,0.14285714285714285,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
25,Columbus called the island (in what is now The Bahamas ) San Salvador; the natives called it Guanahani .,Columbus _ _ _  the island (in what is now The Bahamas ) San Salvador; the natives called it Guanahani .,called,1,21,1,0.045454545454545456,0.047619047619047616,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.10526315789473684
26,"The Nobel Foundation reached an agreement on guidelines for how the prizes should be awarded, and in 1900, the Nobel Foundation's newly-created statutes were promulgated by King Oscar II .","The Nobel Foundation reached an agreement on guidelines for how the prizes should be awarded, and in 1900, _ _ _ _ _ _ _ _ _ _ _  newly-created statutes were promulgated by King Oscar II .",the Nobel Foundation's,3,38,2,0.07317073170731707,0.07894736842105263,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.06666666666666667
27,"The first sighting by non-natives is often credited to members of the Pike expedition , led by Zebulon Pike .","The first sighting by non-natives is often credited to _ _ _ _ of the Pike expedition , led by Zebulon Pike .",members,1,23,0,0.041666666666666664,0.043478260869565216,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.0,0.15
28,Hives containing these particular queens were noted to be especially defensive.,_ _ _ containing these particular queens were noted to be especially defensive.,Hives,1,13,0,0.07142857142857142,0.07692307692307693,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
29,"Also, some studies reveal that the repayment rate of Grameen’s loans does not match anywhere near what the bank claims, that at least one quarter of its loans were being used for household consumption and there is no serious supervision of bank, which leads to bank delaying defaults and hiding problem loans .","Also, some studies reveal that the repayment rate of Grameen’s loans does not match anywhere near what the bank claims, that at least one quarter of its loans were being used for _ _ _ _ _ _ _ _ _ _ _ and there is no serious supervision of bank, which leads to bank delaying defaults and hiding problem loans .",household consumption,2,62,0,0.03125,0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,"The European Union has banned all use of asbestos and extraction, manufacture and processing of asbestos products.","The European Union has banned all use of asbestos and extraction, manufacture and processing of _ _ _ _ _ _ _ _ _.",asbestos products,2,24,1,0.07692307692307693,0.08333333333333333,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.11764705882352941
31,"On 20 March, NISA announced that both reactors had been returned to a condition of cold shutdown.","On 20 March, NISA _ _ _ _ _ that both reactors had been returned to a condition of cold shutdown.",announced,1,21,0,0.045454545454545456,0.047619047619047616,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.058823529411764705
32,It is the only writing system of the Pre-Columbian New World which is known to represent the spoken language of its community.,It is the only writing system of _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the Pre-Columbian New World which is known to represent the spoken language of its community,15,54,4,0.21739130434782608,0.2777777777777778,0.0,0.4666666666666667,0,0,0.0,0.0,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
33,"Thus both rival empires established a tradition that a ruler was only considered truly in charge when his armies had been sent into the field in the name of the true faith, usually against giaurs or heretics — often meaning each other.","Thus both rival empires established a tradition that a ruler was only considered truly in charge when his armies had been sent into the field in the name of the true faith, usually against _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _.",giaurs or heretics — often meaning each other,8,57,0,0.12307692307692308,0.14035087719298245,0.0,0.375,0,0,0.125,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
34,"Due to differences in raw materials and manufacturing techniques, modern attempts to duplicate the metal have not been entirely successful.","Due to differences in _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ , modern attempts to duplicate the metal have not been entirely successful.",raw materials and manufacturing techniques,5,37,0,0.11904761904761904,0.13513513513513514,0.0,0.2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
35,Slavery in the Ottoman Empire was a part of Ottoman society.,_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ was a part of Ottoman society.,Slavery in the Ottoman Empire,5,21,1,0.19230769230769232,0.23809523809523808,0.0,0.4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
36,"The US entered a recession at the end of 2007, and 2008 saw many other nations follow suit.","The US _ _ _ _ a recession at the end of 2007, and 2008 saw many other nations follow suit.",entered,1,21,0,0.045454545454545456,0.047619047619047616,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.05555555555555555
37,"Significantly, a fragment of the original charter would be expanded with new material to form a complementary charter, the Charter of the Forest ; the two Charters would thereafter be linked.","Significantly, a fragment of the original charter would be expanded with new material to form a complementary charter, _ _ _ _ _ _ _ _ _ _ _ _ _ ; the two Charters would thereafter be linked.",the Charter of the Forest,5,39,4,0.11363636363636363,0.1282051282051282,0.0,0.6,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
38,"The US entered a recession at the end of 2007, and 2008 saw many other nations follow suit.","The US entered a recession at the end of _ _ , and 2008 saw many other nations follow suit.",2007,1,20,0,0.047619047619047616,0.05,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.05555555555555555
39,"The Beatles ... give us a wonderful example of how such far-ranging influences as Celtic music, rhythm and blues, and country and western could be put together in a new way.'","The Beatles ... _ _  us a wonderful example of how such far-ranging influences as Celtic music, rhythm and blues, and country and western could be put together in a new way.'",give,1,32,0,0.030303030303030304,0.03125,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
40,The driving mechanism behind this movement is described separately below.,The driving mechanism behind _ _ _ _ _ _ _ is described separately below.,this movement,2,15,0,0.11764705882352941,0.13333333333333333,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
41,"The continent is believed to hold 90% of the world’s cobalt , 90% of its platinum , 50% of its gold , 98% of its chromium , 70% of its tantalite , 64% of its manganese and one-third of its uranium .","The continent is believed to hold 90% of the world’s cobalt , 90% of its platinum , 50% of its gold , 98% of its chromium , 70% of its tantalite , 64% of _ _ _ _ _ _ _ and one-third of its uranium .",its manganese,2,47,1,0.04081632653061224,0.0425531914893617,0.0,0.5,0,0,0.0,0.0,0.125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
42,"Over the course of decades, individual wells draw down local temperatures and water levels until a new equilibrium is reached with natural flows.","Over _ _ _ _ _  of decades, individual wells draw down local temperatures and water levels until a new equilibrium is reached with natural flows.",the course,2,26,0,0.07142857142857142,0.07692307692307693,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
43,About 7.5% of world sea trade is carried via the canal today.,About 7.5% of world sea trade is carried via the canal _ _ _.,today,1,14,0,0.06666666666666667,0.07142857142857142,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
44,"In other places in Asia groups are also known as Black Hmong (Hmoob Dub/Moob Dlub or Hmong Den), Striped Hmong (Hmoob Txaij or Hmoob Quas Npab), Hmong Shi, Hmong Pe, Hmong Pua, and Hmong Xau, Hmong Xanh (Green Hmong), Hmong Do (Red Hmong), Na Mieo and various other subgroups.","In other places in Asia groups are also known as Black Hmong (_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ), Striped Hmong (Hmoob Txaij or Hmoob Quas Npab), Hmong Shi, Hmong Pe, Hmong Pua, and Hmong Xau, Hmong Xanh (Green Hmong), Hmong Do (Red Hmong), Na Mieo and various other subgroups.",Hmoob Dub/Moob Dlub or Hmong Den,6,60,3,0.09090909090909091,0.1,0.0,0.16666666666666666,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0.04081632653061224,0.04081632653061224
45,"This decision device may be an operator with headphones or a display, or in more sophisticated sonars this function may be carried out by software.","This decision device may be an operator with headphones or a display, or in _ _ _ _ _ _ _ _ _ _ _ _ _ this function may be carried out by software.",more sophisticated sonars,3,35,0,0.07894736842105263,0.08571428571428572,0.0,0.3333333333333333,0,1,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
46,IFOAM's most recent edition of The World of Organic Agriculture: Statistics and Emerging Trends 2009 lists the countries which had the most hectares in 2007.,IFOAM's most recent edition of The World of Organic Agriculture: Statistics and Emerging Trends 2009 lists the countries which had the most hectares in _ _ .,2007,1,27,0,0.03571428571428571,0.037037037037037035,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
47,"It combines both land transportation, with buses, and canal travel, with water buses (vaporetti).","It _ _ _ _  both land transportation, with buses, and canal travel, with water buses (vaporetti).",combines,1,17,0,0.05555555555555555,0.058823529411764705,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
48,In 1461 Sultan Mehmed II established the Armenian Patriarchate of Constantinople .,In 1461 Sultan Mehmed II established _ _ _ _ _ _ _ _ _ _ _ _ _ of Constantinople .,the Armenian Patriarchate,3,22,0,0.12,0.13636363636363635,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.08333333333333333
49,"Colonial protests resulted in the repeal of the Stamp Act in 1765, but in the 1766 Declaratory Act , Parliament continued to insist that it had the right to legislate for the colonies 'in all cases whatsoever'.","Colonial protests resulted in the repeal of the Stamp Act in 1765, but in the 1766 Declaratory Act , Parliament continued to insist that it had _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ '.",the right to legislate for the colonies 'in all cases whatsoever,11,59,3,0.15714285714285714,0.1864406779661017,0.0,0.45454545454545453,0,0,0.09090909090909091,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0.02702702702702703
